Fighter ID,First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,Belt
2421,Aaron,Miller,Blood Spiller,"5' 9""",145 lbs,--,,14,10,0,
2422,Mo,Miller,Moshow,"5' 8""",135 lbs,"72.0""",Orthodox,6,0,0,
2423,Juliana,Miller,Killer,"5' 7""",125 lbs,"66.0""",Orthodox,4,3,0,
2424,Eddy,Millis,,"6' 1""",185 lbs,--,,0,2,0,
2425,Che,Mills,Beautiful,"6' 1""",170 lbs,"76.0""",Orthodox,16,10,0,
2426,Adam,Milstead,The Prototype,"6' 3""",205 lbs,"76.0""",Orthodox,8,4,0,
2427,Alberto,Mina,Soldier of God,"6' 0""",170 lbs,"77.0""",Orthodox,13,1,0,
2428,Vitaly,Minakov,,"6' 2""",249 lbs,--,,20,0,0,
2429,Darrick,Minner,,"5' 7""",145 lbs,"69.0""",Orthodox,26,14,0,
2430,Mike,Minniger,,--,--,--,,0,0,0,
2431,Ikuhisa,Minowa,Minowaman,"5' 9""",181 lbs,--,Orthodox,60,42,8,
2432,Carlton,Minus,Clutch,"5' 10""",170 lbs,"75.0""",Orthodox,10,3,0,
2433,Stipe,Miocic,,"6' 4""",240 lbs,"80.0""",Orthodox,20,4,0,
2434,Frank,Mir,,"6' 3""",264 lbs,"79.0""",Southpaw,18,11,0,
2435,Juan,Miranda,,--,155 lbs,--,,7,5,0,
2436,Mario,Miranda,,"6' 3""",185 lbs,"74.0""",Orthodox,14,7,0,
2437,Vitor,Miranda,Lex Luthor,"6' 1""",185 lbs,"77.0""",Orthodox,12,5,0,
2438,Gabriel,Miranda,Fly,"5' 11""",145 lbs,"71.0""",Orthodox,17,6,0,
2439,Damir,Mirenic,Wolf,"6' 0""",185 lbs,--,Orthodox,9,4,0,
2440,Kazuo,Misaki,Hitman,"5' 8""",183 lbs,--,Orthodox,25,11,2,
2441,Toby,Misech,2 Quick,"5' 8""",145 lbs,--,Southpaw,9,5,0,
2442,Dokonjonosuke,Mishima,,"5' 7""",155 lbs,--,Southpaw,21,7,2,
2443,Felix Lee,Mitchell,,--,--,--,Orthodox,2,7,0,
2444,David,Mitchell,Daudi,"6' 0""",170 lbs,"75.0""",Orthodox,22,7,0,
2445,Danny,Mitchell,The Cheesecake Assassin,"6' 2""",170 lbs,--,Orthodox,19,9,1,
2446,Brad,Mitchell,,"5' 11""",145 lbs,--,,4,2,0,
2447,Clay,Mitchell,,"6' 2""",185 lbs,--,,1,2,0,
2448,Bryce,Mitchell,Thug Nasty,"5' 10""",145 lbs,"70.0""",Southpaw,16,3,0,
2449,Maurice,Mitchell,The AK Kid,"5' 9""",145 lbs,--,Orthodox,11,2,0,
2450,Terrence,Mitchell,,"5' 10""",135 lbs,"74.0""",Orthodox,14,4,0,
2451,Roman,Mitichyan,,"5' 10""",170 lbs,--,Orthodox,8,3,0,
2452,Matt,Mitrione,,"6' 3""",265 lbs,"82.0""",Switch,12,5,0,
2453,Eiji,Mitsuoka,,"5' 7""",145 lbs,--,Southpaw,18,9,2,
2454,Hiromitsu,Miura,,"5' 9""",170 lbs,"71.0""",Orthodox,12,7,0,
2455,Jonathan ,Mix,,"6' 0""",168 lbs,--,,7,4,0,
2456,Tomoya,Miyashita,,"5' 7""",139 lbs,--,Southpaw,17,9,7,
2457,Kazuyuki,Miyata,,"5' 8""",139 lbs,--,Orthodox,15,9,0,
2458,Motoki,Miyazawa,,"5' 11""",168 lbs,--,Southpaw,7,3,0,
2459,Takeya,Mizugaki,,"5' 7""",135 lbs,"69.0""",Orthodox,21,11,2,
2460,,Mizuki,,"5' 3""",115 lbs,"65.0""",Orthodox,15,6,0,
2461,Tatsuya,Mizuno,,"6' 1""",205 lbs,--,Southpaw,16,12,1,
2462,Roxanne,Modafferi,The Happy Warrior,"5' 7""",125 lbs,"69.0""",Orthodox,25,21,0,
2463,Bobby,Moffett,The Wolfman,"5' 10""",145 lbs,"73.0""",Orthodox,13,5,0,
2464,Bronson,Mohika,,--,135 lbs,--,,1,1,0,
2465,Nate,Mohr,,"5' 9""",155 lbs,"72.0""",Orthodox,9,7,0,
2466,Renato,Moicano,,"5' 11""",155 lbs,"72.0""",Orthodox,17,5,1,
2467,Thiago,Moises,,"5' 9""",155 lbs,"70.0""",Orthodox,17,7,0,
2468,Muhammad,Mokaev,The Punisher,"5' 7""",125 lbs,"70.0""",Orthodox,11,0,0,
2469,Ashkan,Mokhtarian,The Assassin,"5' 6""",125 lbs,"67.0""",Southpaw,13,3,0,
2470,Suman,Mokhtarian,,"5' 8""",145 lbs,"72.0""",Orthodox,8,5,0,
2471,Dan,Molina,,"5' 10""",216 lbs,--,,13,9,0,
2472,Jeff,Molina,El Jefe,"5' 6""",125 lbs,"69.0""",Orthodox,11,2,0,
2473,Rudyard,Moncayo,,"5' 10""",195 lbs,--,Orthodox,0,3,0,
2474,Hidetaka,Monma,,"6' 0""",168 lbs,--,Orthodox,18,11,4,
2475,Jeff,Monson,The Snowman,"5' 9""",247 lbs,"74.0""",Orthodox,60,26,1,
2476,Darrell,Montague,Mongoose,"5' 6""",125 lbs,"67.0""",Southpaw,13,5,0,
2477,Andrew,Montanez,,--,185 lbs,--,,9,12,1,
2478,Augusto,Montano,Dodger,"6' 1""",170 lbs,"73.0""",Orthodox,15,3,0,
2479,Erick,Montano,Perry,"6' 0""",170 lbs,"73.0""",Orthodox,7,5,0,
2480,Nicco,Montano,,"5' 5""",135 lbs,"65.0""",Southpaw,5,3,0,
2481,Alberto,Montes,The Promise,"5' 7""",135 lbs,--,,4,0,0,
2482,Steve,Montgomery,The Creepy Weasel,"6' 4""",185 lbs,--,Southpaw,9,5,0,
2483,James,Moontasri,Moon Walker,"5' 10""",170 lbs,"71.0""",Switch,9,5,0,
2484,Homer,Moore,The Rock,"5' 10""",205 lbs,--,Orthodox,26,9,2,
2485,Todd,Moore,,"5' 9""",170 lbs,"71.0""",Southpaw,16,7,0,
2486,Nate,Moore,,"6' 0""",170 lbs,--,,8,4,0,
2487,Dustin,Moore,,"5' 4""",125 lbs,--,,0,2,0,
2488,Taylor,Moore,,"5' 10""",135 lbs,"70.0""",Southpaw,10,5,0,
2489,Sergio,Moraes,The Panther,"6' 0""",170 lbs,"72.0""",Orthodox,14,6,1,
2490,Marlon,Moraes,Magic,"5' 6""",135 lbs,"67.0""",Orthodox,23,10,1,
2491,Sheymon,Moraes,,"5' 8""",145 lbs,"72.0""",Orthodox,11,4,0,
2492,John,Moraga,,"5' 6""",125 lbs,"66.0""",Orthodox,19,7,0,
2493,Ricardo,Morais,The Mutant,"6' 8""",270 lbs,--,Orthodox,10,4,1,
2494,Leonardo,Morales,Chimy,"5' 8""",135 lbs,--,Southpaw,6,2,0,
2495,Albert,Morales,The Warrior,"5' 9""",135 lbs,"72.0""",Orthodox,7,4,1,
2496,Joseph,Morales,,"5' 6""",125 lbs,"69.0""",Switch,9,2,0,
2497,Vince,Morales,Vandetta,"5' 9""",135 lbs,"70.0""",Orthodox,11,7,0,
2498,Omar,Morales,Venezuelan Fighter,"5' 11""",155 lbs,"73.0""",Orthodox,11,4,0,
2499,Michael,Morales,,"6' 0""",170 lbs,"79.0""",Orthodox,16,0,0,
2500,Sarah,Moras,Cheesecake,"5' 7""",135 lbs,"67.0""",Orthodox,6,8,0,
2501,Christian,Morecraft,,"6' 6""",260 lbs,"81.0""",Orthodox,8,3,0,
2502,Joe,Moreira,,"5' 11""",195 lbs,--,Southpaw,2,2,0,
2503,Richardson,Moreira,Rick Monstro,"6' 2""",185 lbs,--,Orthodox,7,4,0,
2504,Gisele,Moreira,,"5' 6""",135 lbs,--,Orthodox,8,3,0,
2505,Vinicius,Moreira,Mamute,"6' 4""",205 lbs,"76.0""",Orthodox,9,5,0,
2506,Jesse,Moreng,Arturo,"5' 7""",145 lbs,--,Orthodox,9,1,0,
2507,Brandon,Moreno,The Assassin Baby,"5' 7""",125 lbs,"70.0""",Orthodox,21,7,2,
2508,Mike,Moreno,El Palo Duro,"6' 0""",185 lbs,--,,6,5,0,
2509,Dan,Moret,The Hitman,"6' 0""",155 lbs,"73.0""",Southpaw,13,6,0,
2510,Sammy,Morgan,The Squeeze,"5' 10""",170 lbs,--,Orthodox,18,12,0,
2511,Peggy,Morgan,The Daywalker,"6' 1""",135 lbs,--,,4,4,0,
2512,Alexander,Morgan,The Chess Master,"5' 10""",145 lbs,"71.0""",Orthodox,11,5,0,
2513,Alex,Morono,The Great White,"5' 11""",170 lbs,"72.0""",Orthodox,23,9,0,
2514,Maryna,Moroz,Iron Lady,"5' 7""",125 lbs,"67.0""",Orthodox,11,5,0,
2515,Sergey,Morozov,,"5' 6""",135 lbs,"67.0""",Orthodox,19,5,0,
2516,Brad,Morris,,"6' 2""",205 lbs,--,Orthodox,10,6,0,
2517,Scott,Morris,,"5' 10""",210 lbs,--,Orthodox,2,1,0,
2518,Anthony,Morrison,Cheesesteak,"5' 7""",145 lbs,--,Orthodox,20,12,0,
2519,Jack,Morrison,,"5' 11""",205 lbs,--,,0,3,0,
2520,Harry,Moskowitz,Dirty,"6' 5""",275 lbs,--,Orthodox,6,12,0,
2521,Carlos,Mota,Tizil,"5' 4""",125 lbs,"69.0""",Orthodox,8,2,0,
2522,Juan,Mott,,"6' 0""",190 lbs,--,Switch,3,4,0,
2523,Nikolas,Motta,Iron,"5' 9""",155 lbs,"70.0""",Orthodox,13,5,0,
2524,Flavio Luiz,Moura,,"5' 11""",183 lbs,--,Open Stance,19,7,0,
2525,Eduarda,Moura,Ronda,"5' 6""",115 lbs,"66.0""",Orthodox,10,0,0,
2526,Gegard,Mousasi,,"6' 2""",185 lbs,"76.0""",Orthodox,42,6,2,
2527,Kris,Moutinho,,"5' 7""",135 lbs,"68.0""",Southpaw,9,6,0,
2528,Kin,Moy,Kong,"5' 5""",135 lbs,--,,8,3,0,
2529,Jamie,Moyle,,"5' 1""",115 lbs,"65.0""",Orthodox,4,3,0,
2530,Askar,Mozharov,,"6' 3""",205 lbs,"74.0""",Orthodox,19,13,0,
2531,Garrett,Mueller,,"5' 9""",135 lbs,--,,3,3,0,
2532,Lauren,Mueller,Princess Tiger,"5' 5""",125 lbs,"67.0""",Orthodox,5,3,0,
2533,Belal,Muhammad,Remember the Name,"5' 11""",170 lbs,"72.0""",Orthodox,23,3,0,
2534,Fazlo,Mulabitinovic,,--,135 lbs,--,,4,2,0,
2535,Quinn,Mulhern,,"6' 3""",155 lbs,--,Orthodox,18,4,0,
2536,James,Mulheron,,"5' 10""",243 lbs,"73.0""",Orthodox,11,2,0,
2537,Jamie,Mullarkey,,"6' 0""",155 lbs,"74.0""",Orthodox,17,7,0,
2538,Jim,Mullen,,"6' 1""",215 lbs,--,Southpaw,0,2,0,
2539,Pedro,Munhoz,The Young Punisher,"5' 6""",135 lbs,"65.0""",Orthodox,20,8,0,
2540,Andre,Muniz,Sergipano,"6' 1""",185 lbs,"78.0""",Southpaw,24,6,0,
2541,Mark,Munoz,The Filipino Wrecking Machine,"6' 0""",185 lbs,"71.0""",Orthodox,14,6,0,
2542,Alexander,Munoz,,"5' 9""",155 lbs,"72.0""",Switch,7,2,0,
2543,Johnny,Munoz,Kid Kvenbo,"5' 9""",135 lbs,"71.0""",Orthodox,12,4,0,
2544,Andy,Murad,The Tooth Fairy,"5' 9""",185 lbs,--,,15,2,0,
2545,Olivier,Murad,Warrior of God,"5' 10""",145 lbs,"72.0""",Southpaw,6,0,0,
2546,Makhmud,Muradov,,"6' 2""",185 lbs,"75.0""",Orthodox,26,8,0,
2547,Kazunari,Murakami,,"6' 1""",220 lbs,--,Orthodox,5,5,0,
2548,Ryuichi,Murata,,"5' 8""",183 lbs,--,Orthodox,8,3,1,
2549,Kanako,Murata,,"5' 1""",115 lbs,"62.0""",Orthodox,12,3,0,
2550,Ailiya,Muratbek,,--,155 lbs,--,,9,2,0,
2551,Vince,Murdock,,"5' 6""",145 lbs,"64.0""",Orthodox,12,4,0,
2552,Samandar,Murodov,,"6' 1""",170 lbs,"75.0""",Orthodox,8,0,0,
2553,Tom,Murphy,,"6' 2""",227 lbs,--,Southpaw,8,0,0,
2554,Ian,Murphy,,"6' 1""",185 lbs,--,Orthodox,1,1,0,
2555,Jon,Murphy,Man of Faith,"6' 3""",260 lbs,--,Orthodox,6,4,0,
2556,Lauren,Murphy,Lucky,"5' 5""",125 lbs,"67.0""",Orthodox,16,6,0,
2557,Patrick,Murphy,,"6' 0""",170 lbs,--,,5,3,0,
2558,Lerone,Murphy,The Miracle,"5' 9""",145 lbs,"73.0""",Orthodox,13,0,1,
2559,Lee,Murray,Lightning,"6' 3""",185 lbs,--,Orthodox,8,2,1,
2560,Jesse,Murray,Hollywood,"6' 3""",205 lbs,"78.0""",Orthodox,8,4,0,
2561,Khalid,Murtazaliev,,"6' 0""",185 lbs,"76.0""",Orthodox,14,2,0,
2562,Azamat,Murzakanov,The Professional,"5' 10""",205 lbs,"71.0""",Southpaw,13,0,0,
2563,Nicholas,Musoke,Nico,"6' 0""",170 lbs,"75.0""",Orthodox,13,5,0,
2564,Andre,Mussi,,"6' 3""",242 lbs,--,Orthodox,11,5,0,
2565,Magomed,Mustafaev,The Sniper,"5' 8""",155 lbs,"71.0""",Orthodox,14,4,0,
2566,Max,Mustaki,,"6' 0""",155 lbs,--,Orthodox,6,3,0,
2567,Elvis,Mutapcic,The King,"6' 0""",185 lbs,"72.0""",Orthodox,15,6,1,
2568,Fiona,Muxlow,,"5' 4""",145 lbs,--,,6,3,0,
2569,Ho Bae,Myeon,,"5' 11""",168 lbs,--,Orthodox,13,5,1,
2570,Katsuhiko,Nagata,,"5' 7""",154 lbs,--,Southpaw,6,7,3,
2571,Yuji,Nagata,,"6' 0""",225 lbs,--,Orthodox,0,2,0,
2572,Greg,Nagy,,"6' 1""",210 lbs,--,Orthodox,1,3,0,
2573,Logan,Nail,,--,185 lbs,--,,1,1,0,
2574,Muhammad,Naimov,Hillman,"5' 9""",145 lbs,"70.0""",Orthodox,10,2,0,
2575,Yukiya,Naito,,"6' 1""",205 lbs,--,Orthodox,15,6,2,
2576,Andrews,Nakahara,,"6' 1""",185 lbs,--,Orthodox,5,4,2,
2577,Rin,Nakai,,"5' 1""",135 lbs,--,Orthodox,19,2,1,
2578,Kazuhiro,Nakamura,Kaz,"5' 11""",205 lbs,"70.0""",Orthodox,21,13,0,
2579,Keita,Nakamura,K-Taro,"5' 11""",170 lbs,"73.0""",Southpaw,34,10,2,
2580,Daisuke,Nakamura,,"5' 7""",154 lbs,--,Orthodox,28,19,1,
2581,Yusaku,Nakamura,,"5' 5""",145 lbs,--,,14,4,1,
2582,Rinya,Nakamura,Hybred,"5' 7""",135 lbs,"68.0""",Southpaw,8,0,0,
2583,Jutaro,Nakao,,"5' 9""",170 lbs,--,Southpaw,25,19,4,
2584,Yoshihiro,Nakao,Kiss,"6' 0""",220 lbs,--,Southpaw,9,3,0,
2585,Yui Chul,Nam,The Korean Bulldozer,"5' 9""",145 lbs,--,Orthodox,18,8,1,
2586,Tyson,Nam,,"5' 7""",125 lbs,"68.0""",Orthodox,21,14,1,
2587,Rose,Namajunas,Thug,"5' 5""",125 lbs,"65.0""",Orthodox,12,6,0,
2588,Yasuhito,Namekawa,,"5' 9""",205 lbs,--,Orthodox,25,16,4,
2589,Nad,Narimani,Smiler,"5' 8""",145 lbs,"70.0""",Orthodox,12,4,0,
2590,Roger,Narvaez,Silverback,"6' 3""",185 lbs,--,Southpaw,8,3,0,
2591,Fabio,Nascimento,Negao,"5' 10""",185 lbs,--,Orthodox,11,6,0,
2592,Allan,Nascimento,Puro Osso,"5' 8""",125 lbs,"69.0""",Orthodox,20,6,0,
2593,Rodrigo,Nascimento,Ze Colmeia,"6' 2""",246 lbs,"80.0""",Orthodox,11,1,0,
2594,Bobby,Nash,,"6' 0""",170 lbs,"74.0""",Orthodox,8,4,0,
2595,Reza,Nasri,,"5' 11""",205 lbs,--,Orthodox,0,1,0,
2596,Nasrudin,Nasrudinov,,"6' 0""",205 lbs,"71.0""",Orthodox,9,1,0,
2597,Pawel,Nastula,,"6' 0""",230 lbs,--,Southpaw,5,6,0,
2598,Rafael,Natal,Sapo,"6' 0""",185 lbs,"77.0""",Orthodox,21,9,1,
2599,Kevin,Natividad,Quicksand,"5' 6""",135 lbs,"70.0""",Orthodox,9,4,0,
2600,Ismail,Naurdiev,The Austrian Wonderboy,"5' 10""",170 lbs,"74.0""",Orthodox,19,4,0,
2601,Danny,Navarro,,"5' 10""",155 lbs,--,,17,7,0,
2602,Marcio,Navarro,The Locomotive,"6' 0""",155 lbs,--,,14,14,0,
2603,Tafon,Nchukwi,Da Don,"6' 0""",185 lbs,"77.0""",Orthodox,6,4,0,
2604,Dustin,Neace,The Beast,"5' 9""",145 lbs,--,,25,21,1,
2605,Josh,Neal,,"6' 0""",185 lbs,--,,5,11,0,
2606,Joe,Neal,Nine Lives,"5' 6""",135 lbs,--,,6,2,0,
2607,Geoff,Neal,Handz of Steel,"5' 11""",170 lbs,"75.0""",Southpaw,15,5,0,
2608,Stanislav,Nedkov,Stucky,"5' 11""",205 lbs,"71.0""",Orthodox,12,2,0,
2609,Josh,Neer,The Dentist,"5' 11""",170 lbs,"72.0""",Orthodox,36,16,1,
2610,Nicolae,Negumereanu,,"6' 0""",205 lbs,"78.0""",Orthodox,13,2,0,
2611,Steve,Nelmark,The Sandman,"6' 0""",240 lbs,--,Orthodox,2,1,0,
2612,Shane,Nelson,Sugar,"5' 9""",155 lbs,"70.0""",Southpaw,16,7,0,
2613,Roy,Nelson,Big Country,"6' 0""",263 lbs,"73.0""",Orthodox,22,14,0,
2614,Gunnar,Nelson,Gunni,"5' 11""",170 lbs,"72.0""",Switch,19,5,1,
2615,Kyle,Nelson,The Monster,"5' 11""",145 lbs,"71.0""",Switch,15,5,1,
2616,Lissette,Neri,,"5' 2""",145 lbs,--,,6,4,0,
2617,Mario,Neto,Sukata,"6' 0""",229 lbs,--,Orthodox,13,5,0,
2618,Antonio Braga,Neto,,"6' 3""",185 lbs,"77.0""",Orthodox,9,3,0,
2619,Eduardo,Neves,Bebezao,"6' 2""",263 lbs,"78.0""",Orthodox,7,2,0,
2620,Julio Cesar,Neves Jr.,Morceguinho,"5' 8""",145 lbs,--,,33,1,0,
2621,Nick,Newell,Notorious,"5' 10""",155 lbs,--,Southpaw,14,2,0,
2622,Journey,Newson,,"5' 5""",135 lbs,"67.0""",Orthodox,10,5,0,
2623,Jeff,Newton,,"6' 2""",205 lbs,--,Sideways,4,2,0,
2624,Carlos,Newton,The Ronin,"5' 9""",170 lbs,--,Orthodox,16,14,0,
2625,Emanuel,Newton,The Hardcore Kid,"6' 1""",205 lbs,--,,26,12,1,
2626,Francis,Ngannou,The Predator,"6' 4""",250 lbs,"83.0""",Orthodox,17,3,0,
2627,Ben,Nguyen,Ten,"5' 5""",125 lbs,"65.0""",Switch,16,8,0,
2628,Steven,Nguyen,The Ninja,"5' 11""",145 lbs,"73.0""",Switch,9,1,0,
2629,Alex,Nicholson,The Spartan,"6' 4""",185 lbs,"77.0""",Orthodox,7,4,0,
2630,Bo,Nickal,,"6' 1""",185 lbs,"76.0""",Southpaw,5,0,0,
2631,Mike,Nickels,,"6' 4""",205 lbs,--,Orthodox,9,5,0,
2632,Matheus,Nicolau,,"5' 6""",125 lbs,"66.0""",Orthodox,19,4,1,
2633,Jaimelene,Nievera,Queenie,"5' 5""",125 lbs,--,Orthodox,7,4,0,
2634,Khomkrit,Niimi,The Bumblebee,"5' 2""",125 lbs,--,,6,10,0,
2635,Tom,Niinimaki,Stoneface,"5' 9""",145 lbs,"69.0""",Orthodox,22,8,1,
2636,Ramsey,Nijem,,"5' 11""",155 lbs,"75.0""",Orthodox,9,6,0,
2637,Hans,Nijman,,"6' 0""",250 lbs,--,Switch,9,7,0,
2638,Fedor,Nikolov,,--,--,--,,0,0,0,
2639,Jack,Nilson,,--,--,--,,2,6,0,
2640,Mats,Nilsson,,"6' 1""",170 lbs,--,Orthodox,11,4,1,
2641,Guangyou,Ning,Smasher,"5' 4""",145 lbs,"64.0""",Southpaw,5,4,1,
2642,Soichi,Nishida,,"5' 11""",320 lbs,--,Orthodox,5,10,1,
2643,Yosuke,Nishijima,,"5' 9""",205 lbs,--,Orthodox,0,5,0,
2644,Yamato,Nishikawa,,"5' 7""",155 lbs,--,Orthodox,21,3,6,
2645,Akiyo,Nishiura,Wicky Akiyo,"5' 8""",139 lbs,--,Southpaw,13,8,1,
2646,Anthony,Njokuani,The Assassin,"6' 1""",155 lbs,"75.0""",Orthodox,16,12,0,
2647,Chidi,Njokuani,Bang Bang,"6' 3""",185 lbs,"80.0""",Orthodox,22,10,0,
2648,Derrick,Noble,The Eraser,"5' 9""",170 lbs,--,Southpaw,27,15,1,
2649,Kyle,Noblitt,,"6' 2""",243 lbs,--,,11,2,0,
2650,Pedro,Nobre,The Rock,"5' 5""",135 lbs,--,,18,4,2,
2651,Jacob,Noe,Psycho,--,205 lbs,--,,3,11,0,
2652,Antonio Rodrigo,Nogueira,Minotauro,"6' 3""",240 lbs,"77.0""",Orthodox,34,10,1,
2653,Rogerio,Nogueira,Minotouro,"6' 2""",205 lbs,"75.0""",Southpaw,23,10,0,
2654,Alexandre Franca,Nogueira,Pequeno,"5' 7""",145 lbs,--,Orthodox,18,6,3,
2655,Talita,Nogueira,Treta,"5' 10""",145 lbs,--,,6,0,0,
2656,Kyle,Noke,,"6' 1""",170 lbs,"76.0""",Southpaw,22,10,1,
2657,Tom,Nolan,Big Train,"6' 3""",155 lbs,"73.0""",Southpaw,6,0,0,
2658,Nick,Nolte,,"6' 0""",170 lbs,--,,5,4,0,
2659,KJ,Noons,King,"5' 10""",155 lbs,"70.0""",Orthodox,13,9,0,
2660,Sage,Northcutt,Super,"6' 0""",170 lbs,"71.0""",Orthodox,11,2,0,
2661,Jan,Nortje,The Giant,"6' 1""",310 lbs,--,Southpaw,2,6,0,
2662,Scott,Norton,Hollywood,"5' 10""",170 lbs,--,Orthodox,7,1,0,
2663,Shohei,Nose,,"5' 6""",135 lbs,"68.0""",Switch,10,4,2,
2664,Jonatas,Novaes,,"5' 11""",170 lbs,--,,13,5,0,
2665,Jason,Novelli,Flipside,"6' 0""",155 lbs,--,Orthodox,11,3,1,
2666,Phillipe,Nover,The Filipino Assassin,"5' 9""",145 lbs,"72.0""",Orthodox,11,8,1,
2667,Taiyilake,Nueraji,Super Saiyan,"6' 2""",170 lbs,"75.0""",Southpaw,9,1,0,
2668,Shayilan,Nuerdanbieke,Wolverine,"5' 8""",145 lbs,"69.0""",Orthodox,39,11,0,
2669,Diego,Nunes,The Gun,"5' 6""",145 lbs,"67.0""",Orthodox,19,7,0,
2670,Amanda,Nunes,The Lioness,"5' 8""",135 lbs,"69.0""",Orthodox,23,5,0,
2671,Nina,Nunes,,"5' 5""",125 lbs,"64.0""",Orthodox,11,7,0,
2672,Istela,Nunes,,"5' 4""",115 lbs,"66.0""",Orthodox,6,5,0,
2673,Josiane,Nunes,Josi,"5' 2""",145 lbs,"67.0""",Southpaw,10,1,0,
2674,Khabib,Nurmagomedov,The Eagle,"5' 10""",155 lbs,"70.0""",Orthodox,29,0,0,
2675,Said,Nurmagomedov,,"5' 8""",135 lbs,"70.0""",Orthodox,18,3,0,
2676,Abubakar,Nurmagomedov,,"5' 11""",170 lbs,"72.0""",Orthodox,17,4,1,
2677,Umar,Nurmagomedov,,"5' 8""",135 lbs,"69.0""",Orthodox,16,0,0,
2678,Kennedy,Nzechukwu,African Savage,"6' 5""",205 lbs,"83.0""",Southpaw,12,4,0,
2679,Jake,O'Brien,Irish,"6' 3""",205 lbs,"76.0""",Orthodox,15,4,0,
2680,TJ,O'Brien,The Spider,"6' 2""",155 lbs,--,Orthodox,20,8,0,
2681,Sean,O'Connell,The Real OC,"6' 1""",205 lbs,"74.0""",Orthodox,17,9,0,
2682,Dan,O'Connor,Johnny Irish,"5' 4""",115 lbs,--,,6,6,0,
2683,Sean,O'Haire,,"6' 5""",270 lbs,--,Orthodox,4,2,0,
2684,Sean,O'Malley,Suga,"5' 11""",135 lbs,"72.0""",Switch,17,1,0,Yes
2685,Jeremiah,O'Neal,,"5' 8""",260 lbs,--,,13,25,0,
2686,Chuck,O'Neil,Cold Steel,"6' 2""",170 lbs,--,,17,9,0,
2687,Casey,O'Neill,King,"5' 6""",125 lbs,"69.0""",Orthodox,9,2,0,
2688,Brendan,O'Reilly,Badger,"5' 7""",170 lbs,"69.0""",Orthodox,6,3,0,
2689,Takahiro,Oba,,"5' 8""",200 lbs,--,Southpaw,5,7,1,
2690,Nobuhiro,Obiya,,"5' 8""",145 lbs,--,Orthodox,12,5,1,
2691,Christian,Ocon,,"5' 8""",135 lbs,"69.0""",Orthodox,2,1,0,
2692,Richard,Odoms,The Black Eagle,"6' 5""",265 lbs,--,Orthodox,13,3,0,
2693,Volkan,Oezdemir,No Time,"6' 2""",205 lbs,"75.0""",Orthodox,19,7,0,
2694,Naoya,Ogawa,,"6' 4""",255 lbs,--,Orthodox,7,2,0,
2695,Trey,Ogden,Samurai Ghost,"5' 11""",155 lbs,"72.0""",Orthodox,16,6,0,
2696,Andy,Ogle,The Little Axe,"5' 8""",145 lbs,"69.0""",Orthodox,9,6,0,
2697,Ho Taek,Oh,Spider,--,155 lbs,--,,7,2,1,
2698,Michiyoshi,Ohara,,"5' 10""",205 lbs,--,Orthodox,0,2,0,
2699,Koji,Oishi,,"5' 8""",170 lbs,--,Orthodox,25,10,10,
2700,Takayuki,Okada,Giant Ochiai,"6' 1""",290 lbs,--,Orthodox,3,3,2,
2701,Yushin,Okami,Thunder,"6' 2""",170 lbs,"75.0""",Southpaw,34,12,0,
2702,JJ,Okanovich,The Bosnian Bomber,"5' 11""",155 lbs,"76.0""",Orthodox,7,1,0,
2703,Bolaji,Oki,The Zulu Warrior,"5' 10""",155 lbs,"73.0""",Orthodox,8,1,0,
2704,Kazuki,Okubo,,"5' 11""",175 lbs,--,Orthodox,7,9,0,
2705,Masakatsu,Okuda,,--,--,--,,8,5,0,
2706,Aleksei,Oleinik,The Boa Constrictor,"6' 2""",240 lbs,"80.0""",Orthodox,60,17,1,
2707,Michal,Oleksiejczuk,Hussar,"6' 0""",185 lbs,"74.0""",Southpaw,19,6,0,
2708,Rafaello,Oliveira,Tractor,"5' 8""",155 lbs,"71.0""",Orthodox,17,8,0,
2709,Charles,Oliveira,Do Bronxs,"5' 10""",155 lbs,"74.0""",Orthodox,34,9,0,
2710,Jorge,Oliveira,,"6' 1""",205 lbs,--,,5,3,1,
2711,Ednaldo,Oliveira,Lula,"6' 5""",205 lbs,--,Orthodox,17,3,1,
2712,Alex,Oliveira,Cowboy,"5' 11""",170 lbs,"76.0""",Orthodox,22,12,1,
2713,Maria,Oliveira,Spider-Girl,"5' 6""",115 lbs,"69.0""",Orthodox,13,7,0,
2714,Bruno,Oliveira,,"6' 4""",205 lbs,"80.0""",Orthodox,8,2,0,
2715,Saimon,Oliveira,,"5' 4""",135 lbs,"72.0""",Orthodox,18,5,0,
2716,Vinicius,Oliveira,Lok Dog,"5' 9""",135 lbs,"70.0""",Switch,19,3,0,
2717,Ravena,Oliveira,Kenoudy,"5' 5""",135 lbs,"65.0""",Orthodox,7,2,1,
2718,Wendell,Oliveira Marques,The Machine,"5' 10""",170 lbs,--,Orthodox,29,10,0,
2719,Felipe,Olivieri,,"5' 9""",155 lbs,--,Orthodox,14,5,0,
2720,Andy,Ologun,,"6' 0""",154 lbs,--,Orthodox,3,1,0,
2721,Shana,Olsen,Rock Solid,"5' 7""",145 lbs,--,,5,2,0,
2722,Casey,Olson,The Underdog,"5' 7""",145 lbs,--,Orthodox,14,5,0,
